Name	City	Country	IATA	ICAO	Elev	
Abbeville	Abbeville	France	XAB	LFOI	1	Europe/Paris
Orléans-Bricy (BA 123) Air Base	Orleans	France	ORE	LFOJ	1	Europe/Paris
Châlons-Vatry Airport	Chalons	France	XCR	LFOK	1	Europe/Paris
Rouen Airport	Rouen	France	URO	LFOP	1	Europe/Paris
Tours-Val-de-Loire Airport	Tours	France	TUF	LFOT	1	Europe/Paris
Cholet Le Pontreau Airport	Cholet	France	CET	LFOU	1	Europe/Paris
Laval-Entrammes Airport	Laval	France	LVA	LFOV	1	Europe/Paris
Orléans-Saint-Denis-de-l'Hôtel Airport	Orleans	France	\N	LFOZ	1	Europe/Paris
Paris-Le Bourget Airport	Paris	France	LBG	LFPB	1	Europe/Paris
Creil Air Base	Creil	France	CSF	LFPC	1	Europe/Paris
Charles de Gaulle International Airport	Paris	France	CDG	LFPG	1	Europe/Paris
Coulommiers-Voisins Airport	Coulommiers	France	\N	LFPK	1	Europe/Paris
Melun-Villaroche Air Base	Melun	France	\N	LFPM	1	Europe/Paris
Toussus-le-Noble Airport	Toussous-le-noble	France	TNF	LFPN	1	Europe/Paris
Paris-Orly Airport	Paris	France	ORY	LFPO	1	Europe/Paris
Pontoise - Cormeilles-en-Vexin Airport	Pontoise	France	POX	LFPT	1	Europe/Paris
Villacoublay-Vélizy (BA 107) Air Base	Villacoublay	France	VIY	LFPV	1	Europe/Paris
Reims-Prunay Airport	Reims	France	\N	LFQA	1	Europe/Paris
Troyes-Barberey Airport	Troyes	France	\N	LFQB	1	Europe/Paris
Lunéville-Croismare Airport	Luneville	France	\N	LFQC	1	Europe/Paris
Étain-Rouvres Air Base	Etain	France	\N	LFQE	1	Europe/Paris
Autun-Bellevue Airport	Autun	France	\N	LFQF	1	Europe/Paris
Nevers-Fourchambault Airport	Nevers	France	NVS	LFQG	1	Europe/Paris
Cambrai-Épinoy (BA 103) Air Base	Cambrai	France	\N	LFQI	1	Europe/Paris
Maubeuge-Élesmes Airport	Maubeuge	France	XME	LFQJ	1	Europe/Paris
Besançon-La Vèze Airport	Besancon-la-veze	France	\N	LFQM	1	Europe/Paris
Phalsbourg-Bourscheid Air Base	Phalsbourg	France	\N	LFQP	1	Europe/Paris
Lille-Lesquin Airport	Lille	France	LIL	LFQQ	1	Europe/Paris
Merville-Calonne Airport	Merville	France	HZB	LFQT	1	Europe/Paris
Charleville-Mézières Airport	Charleville	France	XCZ	LFQV	1	Europe/Paris
Vesoul-Frotey Airport	Vesoul-frotey	France	\N	LFQW	1	Europe/Paris
Brest Bretagne Airport	Brest	France	BES	LFRB	1	Europe/Paris
Cherbourg-Maupertus Airport	Cherbourg	France	CER	LFRC	1	Europe/Paris
Dinard-Pleurtuit-Saint-Malo Airport	Dinard	France	DNR	LFRD	1	Europe/Paris
La Baule-Escoublac Airport	La Baule	France	LBY	LFRE	1	Europe/Paris
Granville Airport	Granville	France	GFR	LFRF	1	Europe/Paris
Deauville-Saint-Gatien Airport	Deauville	France	DOL	LFRG	1	Europe/Paris
Lorient South Brittany (Bretagne Sud) Airport	Lorient	France	LRT	LFRH	1	Europe/Paris
La Roche-sur-Yon Airport	La Roche-sur-yon	France	EDM	LFRI	1	Europe/Paris
Landivisiau Air Base	Landivisiau	France	LDV	LFRJ	1	Europe/Paris
Caen-Carpiquet Airport	Caen	France	CFR	LFRK	1	Europe/Paris
Lanvéoc-Poulmic Air Base	Lanvedoc	France	\N	LFRL	1	Europe/Paris
Le Mans-Arnage Airport	Le Mans	France	LME	LFRM	1	Europe/Paris
Rennes-Saint-Jacques Airport	Rennes	France	RNS	LFRN	1	Europe/Paris
Lannion-Côte de Granit Airport	Lannion	France	LAI	LFRO	1	Europe/Paris
Quimper-Cornouaille Airport	Quimper	France	UIP	LFRQ	1	Europe/Paris
Nantes Atlantique Airport	Nantes	France	NTE	LFRS	1	Europe/Paris
Saint-Brieuc-Armor Airport	St.-brieuc Armor	France	SBK	LFRT	1	Europe/Paris
Morlaix-Ploujean Airport	Morlaix	France	MXN	LFRU	1	Europe/Paris
Vannes-Meucon Airport	Vannes	France	VNE	LFRV	1	Europe/Paris
Saint-Nazaire-Montoir Airport	St.-nazaire	France	SNR	LFRZ	1	Europe/Paris
EuroAirport Basel-Mulhouse-Freiburg Airport	Mulhouse	France	BSL	LFSB	1	Europe/Paris
Colmar-Meyenheim Air Base	Colmar	France	\N	LFSC	1	Europe/Paris
Dijon-Bourgogne Airport	Dijon	France	DIJ	LFSD	1	Europe/Paris
Metz-Frescaty (BA 128) Air Base	Metz	France	MZM	LFSF	1	Europe/Paris
Épinal-Mirecourt Airport	Epinal	France	EPL	LFSG	1	Europe/Paris
Haguenau Airport	Haguenau	France	\N	LFSH	1	Europe/Paris
Saint-Dizier-Robinson (BA 113) Air Base	St.-dizier	France	\N	LFSI	1	Europe/Paris
Montbéliard-Courcelles Airfield	Montbeliard	France	\N	LFSM	1	Europe/Paris
Nancy-Essey Airport	Nancy	France	ENC	LFSN	1	Europe/Paris
Nancy-Ochey (BA 133) Air Base	Nancy	France	\N	LFSO	1	Europe/Paris
Pontarlier Airport	Pontarlier	France	\N	LFSP	1	Europe/Paris
Reims-Champagne (BA 112) Air Base	Reims	France	RHE	LFSR	1	Europe/Paris
Strasbourg Airport	Strasbourg	France	SXB	LFST	1	Europe/Paris
Luxeuil-Saint-Sauveur (BA 116) Air Base	Luxeuil	France	\N	LFSX	1	Europe/Paris
Cuers-Pierrefeu Airport	Cuers	France	\N	LFTF	1	Europe/Paris
Toulon-Hyères Airport	Hyeres	France	TLN	LFTH	1	Europe/Paris
Nîmes-Arles-Camargue Airport	Nimes	France	FNI	LFTW	1	Europe/Paris
Miquelon Airport	Miquelon	Saint Pierre and Miquelon	MQC	LFVM	-3	America/Miquelon
St Pierre Airport	St.-pierre	Saint Pierre and Miquelon	FSP	LFVP	-3	America/Miquelon
Ambérieu Air Base (BA 278)	Amberieu	France	\N	LFXA	1	Europe/Paris
Damblain Airport	Damblain	France	\N	LFYD	1	Europe/Paris
Andravida Air Base	Andravida	Greece	PYR	LGAD	2	Europe/Athens
Agrinion Air Base	Agrinion	Greece	AGQ	LGAG	2	Europe/Athens
Dimokritos Airport	Alexandroupolis	Greece	AXD	LGAL	2	Europe/Athens
Alexandria Airport	Alexandria	Greece	\N	LGAX	2	Europe/Athens
Nea Anchialos Airport	Nea Anghialos	Greece	VOL	LGBL	2	Europe/Athens
Elefsis Airport	Elefsis	Greece	\N	LGEL	2	Europe/Athens
Chios Island National Airport	Chios	Greece	JKH	LGHI	2	Europe/Athens
Ioannina Airport	Ioannina	Greece	IOA	LGIO	2	Europe/Athens
Heraklion International Nikos Kazantzakis Airport	Heraklion	Greece	HER	LGIR	2	Europe/Athens
Kastoria National Airport	Kastoria	Greece	KSO	LGKA	2	Europe/Athens
Kithira Airport	Kithira	Greece	KIT	LGKC	2	Europe/Athens
Kefallinia Airport	Keffallinia	Greece	EFL	LGKF	2	Europe/Athens
Kalamata Airport	Kalamata	Greece	KLX	LGKL	2	Europe/Athens
Amigdhaleon Airport	Kavala	Greece	\N	LGKM	2	Europe/Athens
Kos Airport	Kos	Greece	KGS	LGKO	2	Europe/Athens
Karpathos Airport	Karpathos	Greece	AOK	LGKP	2	Europe/Athens
Ioannis Kapodistrias International Airport	Kerkyra/corfu	Greece	CFU	LGKR	2	Europe/Athens
Kasos Airport	Kasos	Greece	KSJ	LGKS	2	Europe/Athens
Alexander the Great International Airport	Kavala	Greece	KVA	LGKV	2	Europe/Athens
Filippos Airport	Kozani	Greece	KZI	LGKZ	2	Europe/Athens
Leros Airport	Leros	Greece	LRS	LGLE	2	Europe/Athens
Limnos Airport	Limnos	Greece	LXS	LGLM	2	Europe/Athens
Larisa Airport	Larissa	Greece	LRA	LGLR	2	Europe/Athens
Megara Airport	Megara	Greece	\N	LGMG	2	Europe/Athens
Mikonos Airport	Mykonos	Greece	JMK	LGMK	2	Europe/Athens
Mytilene International Airport	Mytilini	Greece	MJT	LGMT	2	Europe/Athens
Aktion National Airport	Preveza	Greece	PVK	LGPZ	2	Europe/Athens
Maritsa Airport	Rhodos	Greece	\N	LGRD	2	Europe/Athens
Diagoras Airport	Rhodos	Greece	RHO	LGRP	2	Europe/Athens
Araxos Airport	Patras	Greece	GPA	LGRX	2	Europe/Athens
Chania International Airport	Chania	Greece	CHQ	LGSA	2	Europe/Athens
Skiathos Island National Airport	Skiathos	Greece	JSI	LGSK	2	Europe/Athens
Samos Airport	Samos	Greece	SMI	LGSM	2	Europe/Athens
Sparti Airport	Sparti	Greece	SPJ	LGSP	2	Europe/Athens
Santorini Airport	Thira	Greece	JTR	LGSR	2	Europe/Athens
Sitia Airport	Sitia	Greece	JSH	LGST	2	Europe/Athens
Stefanovikion Air Base	Stefanovikion	Greece	\N	LGSV	2	Europe/Athens
Skiros Airport	Skiros	Greece	SKU	LGSY	2	Europe/Athens
Tanagra Air Base	Tanagra	Greece	\N	LGTG	2	Europe/Athens
Kasteli Airport	Kasteli	Greece	\N	LGTL	2	Europe/Athens
Tripolis Airport	Tripolis	Greece	\N	LGTP	2	Europe/Athens
Thessaloniki Macedonia International Airport	Thessaloniki	Greece	SKG	LGTS	2	Europe/Athens
Tatoi Airport	Dekelia	Greece	\N	LGTT	2	Europe/Athens
"Zakynthos International Airport ""Dionysios Solomos"""	Zakynthos	Greece	ZTH	LGZA	2	Europe/Athens
Budapest Liszt Ferenc International Airport	Budapest	Hungary	BUD	LHBP	1	Europe/Budapest
Debrecen International Airport	Debrecen	Hungary	DEB	LHDC	1	Europe/Budapest
Kecskemét Airport	Kecskemet	Hungary	\N	LHKE	1	Europe/Budapest
Nyíregyháza Airport	Nyirregyhaza	Hungary	\N	LHNY	1	Europe/Budapest
_csény Airport	Ocseny	Hungary	\N	LHOY	1	Europe/Budapest
Szentkirályszabadja Airport	Azentkilyszabadja	Hungary	\N	LHSA	1	Europe/Budapest
Szolnok Air Base	Szolnok	Hungary	\N	LHSN	1	Europe/Budapest
Amendola Air Base	Amendola	Italy	\N	LIBA	1	Europe/Rome
Crotone Airport	Crotone	Italy	CRV	LIBC	1	Europe/Rome
Bari Karol Wojty_a Airport	Bari	Italy	BRI	LIBD	1	Europe/Rome
"Foggia ""Gino Lisa"" Airport"	Foggia	Italy	FOG	LIBF	1	Europe/Rome
"Taranto-Grottaglie ""Marcello Arlotta"" Airport"	Grottaglie	Italy	TAR	LIBG	1	Europe/Rome
Lecce Galatina Air Base	Lecce	Italy	LCC	LIBN	1	Europe/Rome
Pescara International Airport	Pescara	Italy	PSR	LIBP	1	Europe/Rome
Brindisi – Salento Airport	Brindisi	Italy	BDS	LIBR	1	Europe/Rome
Gioia Del Colle Air Base	Gioia Del Colle	Italy	\N	LIBV	1	Europe/Rome
Lamezia Terme Airport	Lamezia	Italy	SUF	LICA	1	Europe/Rome
Catania-Fontanarossa Airport	Catania	Italy	CTA	LICC	1	Europe/Rome
Lampedusa Airport	Lampedusa	Italy	LMP	LICD	1	Europe/Rome
Pantelleria Airport	Pantelleria	Italy	PNL	LICG	1	Europe/Rome
Falcone–Borsellino Airport	Palermo	Italy	PMO	LICJ	1	Europe/Rome
Palermo-Boccadifalco Airport	Palermo	Italy	\N	LICP	1	Europe/Rome
Reggio Calabria Airport	Reggio Calabria	Italy	REG	LICR	1	Europe/Rome
Vincenzo Florio Airport Trapani-Birgi	Trapani	Italy	TPS	LICT	1	Europe/Rome
Sigonella Navy Air Base	Sigonella	Italy	NSY	LICZ	1	Europe/Rome
Alghero-Fertilia Airport	Alghero	Italy	AHO	LIEA	1	Europe/Rome
Decimomannu Air Base	Decimomannu	Italy	DCI	LIED	1	Europe/Rome
Cagliari Elmas Airport	Cagliari	Italy	CAG	LIEE	1	Europe/Rome
Olbia Costa Smeralda Airport	Olbia	Italy	OLB	LIEO	1	Europe/Rome
Tortolì Airport	Tortoli	Italy	TTB	LIET	1	Europe/Rome
Torino-Aeritalia Airport	Turin	Italy	\N	LIMA	1	Europe/Rome
Milano-Bresso Airfield	Milano	Italy	\N	LIMB	1	Europe/Rome
Malpensa International Airport	Milano	Italy	MXP	LIMC	1	Europe/Rome
Il Caravaggio International Airport	Bergamo	Italy	BGY	LIME	1	Europe/Rome
Turin Airport	Torino	Italy	TRN	LIMF	1	Europe/Rome
Villanova D'Albenga International Airport	Albenga	Italy	ALL	LIMG	1	Europe/Rome
Genoa Cristoforo Colombo Airport	Genoa	Italy	GOA	LIMJ	1	Europe/Rome
Milano Linate Airport	Milan	Italy	LIN	LIML	1	Europe/Rome
Cameri Air Base [MIL]	Cameri	Italy	\N	LIMN	1	Europe/Rome
Parma Airport	Parma	Italy	PMF	LIMP	1	Europe/Rome
Piacenza San Damiano Air Base	Piacenza	Italy	\N	LIMS	1	Europe/Rome
Cuneo International Airport	Cuneo	Italy	CUF	LIMZ	1	Europe/Rome
Aviano Air Base	Aviano	Italy	AVB	LIPA	1	Europe/Rome
Bolzano Airport	Bolzano	Italy	BZO	LIPB	1	Europe/Rome
Cervia Air Base	Cervia	Italy	\N	LIPC	1	Europe/Rome
Bologna Guglielmo Marconi Airport	Bologna	Italy	BLQ	LIPE	1	Europe/Rome
Treviso-Sant'Angelo Airport	Treviso	Italy	TSF	LIPH	1	Europe/Rome
Rivolto Air Base	Rivolto	Italy	\N	LIPI	1	Europe/Rome
Forlì Airport	Forli	Italy	FRL	LIPK	1	Europe/Rome
Ghedi Air Base	Ghedi	Italy	\N	LIPL	1	Europe/Rome
Verona-Boscomantico Airport	Verona	Italy	\N	LIPN	1	Europe/Rome
Brescia Airport	Brescia	Italy	VBS	LIPO	1	Europe/Rome
Trieste–Friuli Venezia Giulia Airport	Ronchi De Legionari	Italy	TRS	LIPQ	1	Europe/Rome
Federico Fellini International Airport	Rimini	Italy	RMI	LIPR	1	Europe/Rome
Istrana Air Base	Treviso	Italy	\N	LIPS	1	Europe/Rome
Vicenza Airport	Vicenza	Italy	VIC	LIPT	1	Europe/Rome
Padova Airport	Padova	Italy	QPA	LIPU	1	Europe/Rome
Verona Villafranca Airport	Villafranca	Italy	VRN	LIPX	1	Europe/Rome
Venice Marco Polo Airport	Venice	Italy	VCE	LIPZ	1	Europe/Rome
Siena-Ampugnano Airport	Siena	Italy	SAY	LIQS	1	Europe/Rome
Ciampino–G. B. Pastine International Airport	Rome	Italy	CIA	LIRA	1	Europe/Rome
Pratica Di Mare Air Base	Pratica Di Mare	Italy	\N	LIRE	1	Europe/Rome
Leonardo da Vinci–Fiumicino Airport	Rome	Italy	FCO	LIRF	1	Europe/Rome
Guidonia Air Base	Guidonia	Italy	\N	LIRG	1	Europe/Rome
Marina Di Campo Airport	Marina Di Campo	Italy	EBA	LIRJ	1	Europe/Rome
Latina Air Base	Latina	Italy	QLT	LIRL	1	Europe/Rome
Grazzanise Air Base	Grazzanise	Italy	\N	LIRM	1	Europe/Rome
Naples International Airport	Naples	Italy	NAP	LIRN	1	Europe/Rome
Pisa International Airport	Pisa	Italy	PSA	LIRP	1	Europe/Rome
Peretola Airport	Florence	Italy	FLR	LIRQ	1	Europe/Rome
Grosseto Air Base	Grosseto	Italy	GRS	LIRS	1	Europe/Rome
Urbe Airport	Rome	Italy	\N	LIRU	1	Europe/Rome
Viterbo Airport	Viterbo	Italy	\N	LIRV	1	Europe/Rome
Perugia San Francesco d'Assisi – Umbria International Airport	Perugia	Italy	PEG	LIRZ	1	Europe/Rome
Cerklje Airport	Cerklje	Slovenia	\N	LJCE	1	Europe/Ljubljana
Ljubljana Jo_e Pu_nik Airport	Ljubljana	Slovenia	LJU	LJLJ	1	Europe/Ljubljana
Maribor Airport	Maribor	Slovenia	MBX	LJMB	1	Europe/Ljubljana
Portoroz Airport	Portoroz	Slovenia	POW	LJPZ	1	Europe/Ljubljana
Slovenj Gradec Airport	Slovenj Gradec	Slovenia	\N	LJSG	1	Europe/Ljubljana
_eské Bud_jovice Airport	Ceske Budejovice	Czech Republic	\N	LKCS	1	Europe/Prague
_áslav Air Base	Caslav	Czech Republic	\N	LKCV	1	Europe/Prague
Hradec Králové Airport	Hradec Kralove	Czech Republic	\N	LKHK	1	Europe/Prague
Ho_ovice Airport	Horovice	Czech Republic	\N	LKHV	1	Europe/Prague
Kbely Air Base	Praha	Czech Republic	\N	LKKB	1	Europe/Prague
Kunovice Airport	Kunovice	Czech Republic	UHE	LKKU	1	Europe/Prague
Karlovy Vary International Airport	Karlovy Vary	Czech Republic	KLV	LKKV	1	Europe/Prague
Plze_-Lín_ Airport	Line	Czech Republic	\N	LKLN	1	Europe/Prague
Mnichovo Hradi_t_ Airport	Mnichovo Hradiste	Czech Republic	\N	LKMH	1	Europe/Prague
Ostrava Leos Janá_ek Airport	Ostrava	Czech Republic	OSR	LKMT	1	Europe/Prague
Nám___ Air Base	Namest	Czech Republic	\N	LKNA	1	Europe/Prague
Pardubice Airport	Pardubice	Czech Republic	PED	LKPD	1	Europe/Prague
Pribram Airport	Pribram	Czech Republic	\N	LKPM	1	Europe/Prague
P_erov Air Base	Prerov	Czech Republic	PRV	LKPO	1	Europe/Prague
Václav Havel Airport Prague	Prague	Czech Republic	PRG	LKPR	1	Europe/Prague
Brno-Tu_any Airport	Brno	Czech Republic	BRQ	LKTB	1	Europe/Prague
Vodochody Airport	Vodochody	Czech Republic	VOD	LKVO	1	Europe/Prague
Ben Gurion International Airport	Tel-aviv	Israel	TLV	LLBG	2	Asia/Jerusalem
Beersheba (Teyman) Airport	Beer-sheba	Israel	BEV	LLBS	2	Asia/Jerusalem
Tel Nof Air Base	Tel-nof	Israel	\N	LLEK	2	Asia/Jerusalem
Ein Shemer Airfield	Eyn-shemer	Israel	\N	LLES	2	Asia/Jerusalem
Eilat Airport	Elat	Israel	ETH	LLET	2	Asia/Jerusalem
Ein Yahav Airfield	Eyn-yahav	Israel	EIY	LLEY	2	Asia/Jerusalem
Haifa International Airport	Haifa	Israel	HFA	LLHA	2	Asia/Jerusalem
Hatzor Air Base	Haztor	Israel	\N	LLHS	2	Asia/Jerusalem
Ben Ya'akov Airport	Rosh Pina	Israel	RPN	LLIB	2	Asia/Jerusalem
Megiddo Airport	Megido Airstrip	Israel	\N	LLMG	2	Asia/Jerusalem
Bar Yehuda Airfield	Metzada	Israel	MTZ	LLMZ	2	Asia/Jerusalem
Nevatim Air Base	Nevatim	Israel	VTM	LLNV	2	Asia/Jerusalem
Ovda International Airport	Ovda	Israel	VDA	LLOV	2	Asia/Jerusalem
Ramat David Air Base	Ramat David	Israel	\N	LLRD	2	Asia/Jerusalem
Ramon Air Base	Ramon	Israel	MIP	LLRM	2	Asia/Jerusalem
Sde Dov Airport	Tel-aviv	Israel	SDV	LLSD	2	Asia/Jerusalem
Malta International Airport	Malta	Malta	MLA	LMML	1	Europe/Malta
Wiener Neustadt East Airport	Wiener Neustadt Ost	Austria	\N	LOAN	1	Europe/Vienna
Wels Airport	Wels	Austria	\N	LOLW	1	Europe/Vienna
Graz Airport	Graz	Austria	GRZ	LOWG	1	Europe/Vienna
Innsbruck Airport	Innsbruck	Austria	INN	LOWI	1	Europe/Vienna
Linz Hörsching Airport	Linz	Austria	LNZ	LOWL	1	Europe/Vienna
Salzburg Airport	Salzburg	Austria	SZG	LOWS	1	Europe/Vienna
Vienna International Airport	Vienna	Austria	VIE	LOWW	1	Europe/Vienna
Hinterstoisser Air Base	Zeltweg	Austria	\N	LOXZ	1	Europe/Vienna
Alverca Air Base	Alverca	Portugal	AVR	LPAR	0	Europe/Lisbon
Santa Maria Airport	Santa Maria (island)	Portugal	SMA	LPAZ	-1	Atlantic/Azores
Bragança Airport	Braganca	Portugal	BGC	LPBG	0	Europe/Lisbon
Beja Airport / Airbase	Beja (madeira)	Portugal	BYJ	LPBJ	0	Europe/Lisbon
Braga Municipal Aerodrome	Braga	Portugal	BGZ	LPBR	0	Europe/Lisbon
Aerodromo Municipal de Coimbra	Coimba	Portugal	\N	LPCO	0	Europe/Lisbon
Cascais Airport	Cascais	Portugal	CAT	LPCS	0	Europe/Lisbon
Coimbra Hospital Covões Heliport	Covilha	Portugal	\N	LPCV	0	Europe/Lisbon
Évora Airport	Evora	Portugal	\N	LPEV	0	Europe/Lisbon
Flores Airport	Flores	Portugal	FLW	LPFL	-1	Atlantic/Azores
Faro Airport	Faro	Portugal	FAO	LPFR	0	Europe/Lisbon
Graciosa Airport	Graciosa Island	Portugal	GRW	LPGR	-1	Atlantic/Azores
Horta Airport	Horta	Portugal	HOR	LPHR	-1	Atlantic/Azores
Lajes Airport	Lajes (terceira Island)	Portugal	TER	LPLA	-1	Atlantic/Azores
Monte Real Air Base	Monte Real	Portugal	QLR	LPMR	0	Europe/Lisbon
Montijo Air Base	Montijo	Portugal	\N	LPMT	0	Europe/Lisbon
Ovar Air Base	Ovar	Portugal	\N	LPOV	0	Europe/Lisbon
João Paulo II Airport	Ponta Delgada	Portugal	PDL	LPPD	-1	Atlantic/Azores
Pico Airport	Pico	Portugal	PIX	LPPI	-1	Atlantic/Azores
Portimão Airport	Portimao	Portugal	PRM	LPPM	0	Europe/Lisbon
Francisco de Sá Carneiro Airport	Porto	Portugal	OPO	LPPR	0	Europe/Lisbon
Porto Santo Airport	Porto Santo	Portugal	PXO	LPPS	0	Europe/Lisbon
Humberto Delgado Airport (Lisbon Portela Airport)	Lisbon	Portugal	LIS	LPPT	0	Europe/Lisbon
São Jorge Airport	Sao Jorge Island	Portugal	SJZ	LPSJ	-1	Atlantic/Azores
Sintra Air Base	Sintra	Portugal	\N	LPST	0	Europe/Lisbon
Tancos Airbase	Tancos	Portugal	\N	LPTN	0	Europe/Lisbon
Vila Real Airport	Vila Real	Portugal	VRL	LPVR	0	Europe/Lisbon
Aerodromo Goncalves Lobato (Viseu Airport)	Viseu	Portugal	VSE	LPVZ	0	Europe/Lisbon
Mostar International Airport	Mostar	Bosnia and Herzegovina	OMO	LQMO	1	Europe/Sarajevo
Sarajevo International Airport	Sarajevo	Bosnia and Herzegovina	SJJ	LQSA	1	Europe/Sarajevo
Arad International Airport	Arad	Romania	ARW	LRAR	2	Europe/Bucharest
Bac_u Airport	Bacau	Romania	BCM	LRBC	2	Europe/Bucharest
Tautii Magheraus Airport	Baia Mare	Romania	BAY	LRBM	2	Europe/Bucharest
B_neasa International Airport	Bucharest	Romania	BBU	LRBS	2	Europe/Bucharest
Mihail Kog_lniceanu International Airport	Constanta	Romania	CND	LRCK	2	Europe/Bucharest
Cluj-Napoca International Airport	Cluj-napoca	Romania	CLJ	LRCL	2	Europe/Bucharest
Caransebe_ Airport	Caransebes	Romania	CSB	LRCS	2	Europe/Bucharest
Craiova Airport	Craiova	Romania	CRA	LRCV	2	Europe/Bucharest
Ia_i Airport	Iasi	Romania	IAS	LRIA	2	Europe/Bucharest
Oradea International Airport	Oradea	Romania	OMR	LROD	2	Europe/Bucharest
Henri Coand_ International Airport	Bucharest	Romania	OTP	LROP	2	Europe/Bucharest
Sibiu International Airport	Sibiu	Romania	SBZ	LRSB	2	Europe/Bucharest
Satu Mare Airport	Satu Mare	Romania	SUJ	LRSM	2	Europe/Bucharest
Suceava Stefan cel Mare Airport	Suceava	Romania	SCV	LRSV	2	Europe/Bucharest
Tulcea Airport	Tulcea	Romania	TCE	LRTC	2	Europe/Bucharest
Transilvania Târgu Mure_ International Airport	Tirgu Mures	Romania	TGM	LRTM	2	Europe/Bucharest
Timi_oara Traian Vuia Airport	Timisoara	Romania	TSR	LRTR	2	Europe/Bucharest
Les Eplatures Airport	Les Eplatures	Switzerland	\N	LSGC	1	Europe/Zurich
Geneva Cointrin International Airport	Geneva	Switzerland	GVA	LSGG	1	Europe/Paris
Saanen Airport	Saanen	Switzerland	\N	LSGK	1	Europe/Zurich
Sion Airport	Sion	Switzerland	SIR	LSGS	1	Europe/Zurich
Alpnach Air Base	Alpnach	Switzerland	\N	LSMA	1	Europe/Zurich
Dübendorf Air Base	Dubendorf	Switzerland	\N	LSMD	1	Europe/Zurich
Emmen Air Base	Emmen	Switzerland	EML	LSME	1	Europe/Zurich
Mollis Airport	Mollis	Switzerland	\N	LSMF	1	Europe/Zurich
Meiringen Airport	Meiringen	Switzerland	\N	LSMM	1	Europe/Zurich
Payerne Air Base	Payerne	Switzerland	\N	LSMP	1	Europe/Zurich
Lugano Airport	Lugano	Switzerland	LUG	LSZA	1	Europe/Zurich
Bern Belp Airport	Bern	Switzerland	BRN	LSZB	1	Europe/Zurich
Grenchen Airport	Grenchen	Switzerland	ZHI	LSZG	1	Europe/Zurich
Zürich Airport	Zurich	Switzerland	ZRH	LSZH	1	Europe/Zurich
St Gallen Altenrhein Airport	Altenrhein	Switzerland	ACH	LSZR	1	Europe/Zurich
Samedan Airport	Samedan	Switzerland	SMV	LSZS	1	Europe/Zurich
Güvercinlik Airport	Ankara	Turkey	\N	LTAB	2	Europe/Istanbul
Esenbo_a International Airport	Ankara	Turkey	ESB	LTAC	3	Europe/Istanbul
Etimesgut Air Base	Ankara	Turkey	ANK	LTAD	3	Europe/Istanbul
Akıncı Air Base	Ankara	Turkey	\N	LTAE	3	Europe/Istanbul
Adana Airport	Adana	Turkey	ADA	LTAF	3	Europe/Istanbul
_ncirlik Air Base	Adana	Turkey	UAB	LTAG	3	Europe/Istanbul
Afyon Airport	Afyon	Turkey	AFY	LTAH	3	Europe/Istanbul
Antalya International Airport	Antalya	Turkey	AYT	LTAI	3	Europe/Istanbul
Gaziantep International Airport	Gaziantep	Turkey	GZT	LTAJ	3	Europe/Istanbul
_skenderun Airport	Iskenderun	Turkey	\N	LTAK	3	Europe/Istanbul
Konya Airport	Konya	Turkey	KYA	LTAN	3	Europe/Istanbul
Malatya Tulga Airport	Malatya	Turkey	\N	LTAO	3	Europe/Istanbul
Amasya Merzifon Airport	Merzifon	Turkey	MZH	LTAP	3	Europe/Istanbul
Sivas Nuri Demira_ Airport	Sivas	Turkey	VAS	LTAR	3	Europe/Istanbul
Malatya Erhaç Airport	Malatya	Turkey	MLX	LTAT	3	Europe/Istanbul
Kayseri Erkilet Airport	Kayseri	Turkey	ASR	LTAU	3	Europe/Istanbul
Sivrihisar Airport	Sivrihisar	Turkey	\N	LTAV	3	Europe/Istanbul
Tokat Airport	Tokat	Turkey	TJK	LTAW	3	Europe/Istanbul
Çardak Airport	Denizli	Turkey	DNZ	LTAY	3	Europe/Istanbul
Atatürk International Airport	Istanbul	Turkey	ISL	LTBA	3	Europe/Istanbul
Balıkesir Merkez Airport	Balikesir	Turkey	BZI	LTBF	3	Europe/Istanbul
Bandırma Airport	Bandirma	Turkey	BDM	LTBG	3	Europe/Istanbul
Eski_ehir Air Base	Eskisehir	Turkey	ESK	LTBI	3	Europe/Istanbul
Adnan Menderes International Airport	Izmir	Turkey	ADB	LTBJ	3	Europe/Istanbul
Gaziemir Airport	Izmir	Turkey	\N	LTBK	3	Europe/Istanbul
Çi_li Airport	Izmir	Turkey	IGL	LTBL	3	Europe/Istanbul
Isparta Airport	Isparta	Turkey	\N	LTBM	3	Europe/Istanbul
Kütahya Airport	Kutahya	Turkey	\N	LTBN	3	Europe/Istanbul
Yalova Airport	Yalova	Turkey	\N	LTBP	3	Europe/Istanbul
Cengiz Topel Airport	Topel	Turkey	KCO	LTBQ	3	Europe/Istanbul
Dalaman International Airport	Dalaman	Turkey	DLM	LTBS	3	Europe/Istanbul
Akhisar Airport	Akhisar	Turkey	\N	LTBT	3	Europe/Istanbul
Imsık Airport	Bodrum	Turkey	BXN	LTBV	3	Europe/Istanbul
Samandıra Air Base	Istanbul	Turkey	\N	LTBX	3	Europe/Istanbul
Elazı_ Airport	Elazig	Turkey	EZS	LTCA	3	Europe/Istanbul
Diyarbakir Airport	Diyabakir	Turkey	DIY	LTCC	3	Europe/Istanbul
